UT;SO;DI;DE;ID;NR;TC;Z9;U1;PU;PI;SN;EI;J9;JI;SC;OA;subject
WOS:000435594300004;INTERDISCIPLINARY LITERARY STUDIES;NA;"Digital revolution; crisis in humanities; fate of literature; teaching machine; science fiction";NA;18;0;0;0;PENN STATE UNIV PRESS;UNIVERSITY PK;1524-8429;2161-427X;INTERDISCIP LIT STUD;Interdiscip. Lit. Stud.;Literature;NA;Herbology
WOS:000435594300004;INTERDISCIPLINARY LITERARY STUDIES;NA;"Digital revolution; crisis in humanities; fate of literature; teaching machine; science fiction";NA;18;0;0;0;PENN STATE UNIV PRESS;UNIVERSITY PK;1524-8429;2161-427X;INTERDISCIP LIT STUD;Interdiscip. Lit. Stud.;Literature;NA;Divination
WOS:000435594300004;INTERDISCIPLINARY LITERARY STUDIES;NA;"Digital revolution; crisis in humanities; fate of literature; teaching machine; science fiction";NA;18;0;0;0;PENN STATE UNIV PRESS;UNIVERSITY PK;1524-8429;2161-427X;INTERDISCIP LIT STUD;Interdiscip. Lit. Stud.;Literature;NA;Charms
WOS:000433545500001;INDEX COMUNICACION;NA;"Digital Humanities; teaching-learning; ICT, Edu; collaborative work; web 2.0";TECHNOLOGIES;50;0;0;1;UNIV REY JUAN CARLOS, FAC CIENCIAS COMUNICACION;MADRID;2444-3239;2174-1859;INDEX COMUN;Index Comun.;Communication;DOAJ Gold;Defence against the dark arts
WOS:000433545500001;INDEX COMUNICACION;NA;"Digital Humanities; teaching-learning; ICT, Edu; collaborative work; web 2.0";TECHNOLOGIES;50;0;0;1;UNIV REY JUAN CARLOS, FAC CIENCIAS COMUNICACION;MADRID;2444-3239;2174-1859;INDEX COMUN;Index Comun.;Communication;DOAJ Gold;Herbology
WOS:000433545500001;INDEX COMUNICACION;NA;"Digital Humanities; teaching-learning; ICT, Edu; collaborative work; web 2.0";TECHNOLOGIES;50;0;0;1;UNIV REY JUAN CARLOS, FAC CIENCIAS COMUNICACION;MADRID;2444-3239;2174-1859;INDEX COMUN;Index Comun.;Communication;DOAJ Gold;Charms
WOS:000433545500004;INDEX COMUNICACION;NA;"Digital Storytelling; animation film; Media literacy; Digital Humanism; culture of silence";NA;42;0;0;2;UNIV REY JUAN CARLOS, FAC CIENCIAS COMUNICACION;MADRID;2174-1859;NA;INDEX COMUN;Index Comun.;Communication;DOAJ Gold;Transfiguration
WOS:000433545500004;INDEX COMUNICACION;NA;"Digital Storytelling; animation film; Media literacy; Digital Humanism; culture of silence";NA;42;0;0;2;UNIV REY JUAN CARLOS, FAC CIENCIAS COMUNICACION;MADRID;2174-1859;NA;INDEX COMUN;Index Comun.;Communication;DOAJ Gold;Arithmancy
WOS:000433545500004;INDEX COMUNICACION;NA;"Digital Storytelling; animation film; Media literacy; Digital Humanism; culture of silence";NA;42;0;0;2;UNIV REY JUAN CARLOS, FAC CIENCIAS COMUNICACION;MADRID;2174-1859;NA;INDEX COMUN;Index Comun.;Communication;DOAJ Gold;Astronomy
WOS:000433402200001;NOVOE LITERATURNOE OBOZRENIE;NA;"Franco Moretti; digital humanities; quantitative literary criticism; formalism; evolutionary theory; world-systems analysis; Immanuel Wallerstein";NA;5;0;0;0;NOVOE LITERATURNOE OBOZRENIE-NEW LITERARY OBSERVER;MOSCOW;0869-6365;NA;NOV LIT OBOZR;Nov. Lit. Obozr.;Literature;NA;Potions
WOS:000433402200001;NOVOE LITERATURNOE OBOZRENIE;NA;"Franco Moretti; digital humanities; quantitative literary criticism; formalism; evolutionary theory; world-systems analysis; Immanuel Wallerstein";NA;5;0;0;0;NOVOE LITERATURNOE OBOZRENIE-NEW LITERARY OBSERVER;MOSCOW;0869-6365;NA;NOV LIT OBOZR;Nov. Lit. Obozr.;Literature;NA;Defence against the dark arts
WOS:000433402200002;NOVOE LITERATURNOE OBOZRENIE;NA;"Franco Moretti; digital humanities; quantitative literary criticism; formalism; evolutionary theory; world-systems analysis; Immanuel Wallerstein";NA;0;0;0;0;NOVOE LITERATURNOE OBOZRENIE-NEW LITERARY OBSERVER;MOSCOW;0869-6365;NA;NOV LIT OBOZR;Nov. Lit. Obozr.;Literature;NA;Charms
WOS:000433402200002;NOVOE LITERATURNOE OBOZRENIE;NA;"Franco Moretti; digital humanities; quantitative literary criticism; formalism; evolutionary theory; world-systems analysis; Immanuel Wallerstein";NA;0;0;0;0;NOVOE LITERATURNOE OBOZRENIE-NEW LITERARY OBSERVER;MOSCOW;0869-6365;NA;NOV LIT OBOZR;Nov. Lit. Obozr.;Literature;NA;Divination
WOS:000433402200002;NOVOE LITERATURNOE OBOZRENIE;NA;"Franco Moretti; digital humanities; quantitative literary criticism; formalism; evolutionary theory; world-systems analysis; Immanuel Wallerstein";NA;0;0;0;0;NOVOE LITERATURNOE OBOZRENIE-NEW LITERARY OBSERVER;MOSCOW;0869-6365;NA;NOV LIT OBOZR;Nov. Lit. Obozr.;Literature;NA;Arithmancy
WOS:000433402200002;NOVOE LITERATURNOE OBOZRENIE;NA;"Franco Moretti; digital humanities; quantitative literary criticism; formalism; evolutionary theory; world-systems analysis; Immanuel Wallerstein";NA;0;0;0;0;NOVOE LITERATURNOE OBOZRENIE-NEW LITERARY OBSERVER;MOSCOW;0869-6365;NA;NOV LIT OBOZR;Nov. Lit. Obozr.;Literature;NA;Herbology
WOS:000433402200057;NOVOE LITERATURNOE OBOZRENIE;NA;"Franco Moretti; digital humanities; quantitative literary criticism; formalism; evolutionary theory; world-systems analysis; Immanuel Wallerstein";NA;1;0;0;0;NOVOE LITERATURNOE OBOZRENIE-NEW LITERARY OBSERVER;MOSCOW;0869-6365;NA;NOV LIT OBOZR;Nov. Lit. Obozr.;Literature;NA;Astronomy
WOS:000433402200057;NOVOE LITERATURNOE OBOZRENIE;NA;"Franco Moretti; digital humanities; quantitative literary criticism; formalism; evolutionary theory; world-systems analysis; Immanuel Wallerstein";NA;1;0;0;0;NOVOE LITERATURNOE OBOZRENIE-NEW LITERARY OBSERVER;MOSCOW;0869-6365;NA;NOV LIT OBOZR;Nov. Lit. Obozr.;Literature;NA;Divination
WOS:000433292400005;ECONOMIC AND SOCIAL CHANGES-FACTS TRENDS FORECAST;10.15838/esc.2018.2.56.5;"innovation; society development; social demand; population survey; classification tree; innovative behavior";NA;28;1;1;2;INST SOCIO-ECONOMIC DEVELOPMENT TERRITORIES RUSSIAN ACAD SCIENCES-ISEDT RAS;VOLOGDA;2307-0331;2312-9824;ECON SOC CHANG;Econ. Soc. Chang.;Business & Economics;DOAJ Gold;Transfiguration
WOS:000433292400005;ECONOMIC AND SOCIAL CHANGES-FACTS TRENDS FORECAST;10.15838/esc.2018.2.56.5;"innovation; society development; social demand; population survey; classification tree; innovative behavior";NA;28;1;1;2;INST SOCIO-ECONOMIC DEVELOPMENT TERRITORIES RUSSIAN ACAD SCIENCES-ISEDT RAS;VOLOGDA;2307-0331;2312-9824;ECON SOC CHANG;Econ. Soc. Chang.;Business & Economics;DOAJ Gold;Defence against the dark arts
WOS:000433292400005;ECONOMIC AND SOCIAL CHANGES-FACTS TRENDS FORECAST;10.15838/esc.2018.2.56.5;"innovation; society development; social demand; population survey; classification tree; innovative behavior";NA;28;1;1;2;INST SOCIO-ECONOMIC DEVELOPMENT TERRITORIES RUSSIAN ACAD SCIENCES-ISEDT RAS;VOLOGDA;2307-0331;2312-9824;ECON SOC CHANG;Econ. Soc. Chang.;Business & Economics;DOAJ Gold;Transfiguration
WOS:000433088000005;DOCUMENTATION ET BIBLIOTHEQUES;10.7202/1043721ar;NA;NA;11;0;0;0;ASSOC AVANCEMENT SCIENCES TECHNIQUES DOCUMENTATION;MONTREAL;0315-2340;NA;DOC BIBL;Doc. Bibl.;Information Science & Library Science;Bronze;Charms
WOS:000433088000005;DOCUMENTATION ET BIBLIOTHEQUES;10.7202/1043721ar;NA;NA;11;0;0;0;ASSOC AVANCEMENT SCIENCES TECHNIQUES DOCUMENTATION;MONTREAL;0315-2340;NA;DOC BIBL;Doc. Bibl.;Information Science & Library Science;Bronze;Transfiguration
WOS:000433088000005;DOCUMENTATION ET BIBLIOTHEQUES;10.7202/1043721ar;NA;NA;11;0;0;0;ASSOC AVANCEMENT SCIENCES TECHNIQUES DOCUMENTATION;MONTREAL;0315-2340;NA;DOC BIBL;Doc. Bibl.;Information Science & Library Science;Bronze;Transfiguration
WOS:000433011800006;JCOM-JOURNAL OF SCIENCE COMMUNICATION;10.22323/2.17020302;"Scholarly communication; Science communication: theory and models";HUMANITIES;19;0;0;0;SCUOLA INT SUPERIORE STUDI AVANZATI-S I S S A-INT SCH ADVANCED STUDIES;TRIESTE;1824-2049;NA;JCOM-J SCI COMMUN;JCOM-J. Sci. Commun.;Communication;DOAJ Gold;Herbology
WOS:000433011800006;JCOM-JOURNAL OF SCIENCE COMMUNICATION;10.22323/2.17020302;"Scholarly communication; Science communication: theory and models";HUMANITIES;19;0;0;0;SCUOLA INT SUPERIORE STUDI AVANZATI-S I S S A-INT SCH ADVANCED STUDIES;TRIESTE;1824-2049;NA;JCOM-J SCI COMMUN;JCOM-J. Sci. Commun.;Communication;DOAJ Gold;Arithmancy
WOS:000433247300006;POPULAR COMMUNICATION;10.1080/15405702.2017.1413191;NA;"MIGRANT; FACES; RACE; OWN";33;8;8;2;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;ABINGDON;1540-5702;1540-5710;POP COMMUN;Pop. Commun.;Communication;NA;Transfiguration
WOS:000433022600002;TEKNOKULTURA: REVISTA DE CULTURA DIGITAL Y MOVIMIENTOS SOCIALES;10.5209/TEKN.57192;"digital humanities; electronic literature; poetic inquiry; social construccionism; Twitter";"CULTURAL PSYCHOLOGY; IDENTITY; ONLINE; CONSTRUCTION; INQUIRY; WORLD; MEDIA; SELF";65;0;0;0;UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES;MADRID;1549-2230;NA;TEKNOKULT REV CULT D;Teknokult. Rev. Cult. Digit. Mov. Soc.;History & Philosophy of Science;DOAJ Gold;Potions
WOS:000433022600002;TEKNOKULTURA: REVISTA DE CULTURA DIGITAL Y MOVIMIENTOS SOCIALES;10.5209/TEKN.57192;"digital humanities; electronic literature; poetic inquiry; social construccionism; Twitter";"CULTURAL PSYCHOLOGY; IDENTITY; ONLINE; CONSTRUCTION; INQUIRY; WORLD; MEDIA; SELF";65;0;0;0;UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES;MADRID;1549-2230;NA;TEKNOKULT REV CULT D;Teknokult. Rev. Cult. Digit. Mov. Soc.;History & Philosophy of Science;DOAJ Gold;Transfiguration
WOS:000433022600003;TEKNOKULTURA: REVISTA DE CULTURA DIGITAL Y MOVIMIENTOS SOCIALES;10.5209/TEKN.57527;"biopolitics; digital humanities; global health";"HEALTH-CARE; INFLUENZA; VIRUS; WEB";49;0;0;0;UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES;MADRID;1549-2230;NA;TEKNOKULT REV CULT D;Teknokult. Rev. Cult. Digit. Mov. Soc.;History & Philosophy of Science;DOAJ Gold, Green Published;Transfiguration
WOS:000433022600010;TEKNOKULTURA: REVISTA DE CULTURA DIGITAL Y MOVIMIENTOS SOCIALES;10.5209/TEKN.57592;"digital culture; relational factor; visual arts; visual culture";NA;63;0;0;1;UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES;MADRID;1549-2230;NA;TEKNOKULT REV CULT D;Teknokult. Rev. Cult. Digit. Mov. Soc.;History & Philosophy of Science;DOAJ Gold, Green Published;Divination
WOS:000433022600010;TEKNOKULTURA: REVISTA DE CULTURA DIGITAL Y MOVIMIENTOS SOCIALES;10.5209/TEKN.57592;"digital culture; relational factor; visual arts; visual culture";NA;63;0;0;1;UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES;MADRID;1549-2230;NA;TEKNOKULT REV CULT D;Teknokult. Rev. Cult. Digit. Mov. Soc.;History & Philosophy of Science;DOAJ Gold, Green Published;Transfiguration
WOS:000433022600010;TEKNOKULTURA: REVISTA DE CULTURA DIGITAL Y MOVIMIENTOS SOCIALES;10.5209/TEKN.57592;"digital culture; relational factor; visual arts; visual culture";NA;63;0;0;1;UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES;MADRID;1549-2230;NA;TEKNOKULT REV CULT D;Teknokult. Rev. Cult. Digit. Mov. Soc.;History & Philosophy of Science;DOAJ Gold, Green Published;Astronomy
WOS:000433022600010;TEKNOKULTURA: REVISTA DE CULTURA DIGITAL Y MOVIMIENTOS SOCIALES;10.5209/TEKN.57592;"digital culture; relational factor; visual arts; visual culture";NA;63;0;0;1;UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES;MADRID;1549-2230;NA;TEKNOKULT REV CULT D;Teknokult. Rev. Cult. Digit. Mov. Soc.;History & Philosophy of Science;DOAJ Gold, Green Published;Arithmancy
WOS:000432862200003;JLIS.IT;10.4403/jlis.it-12427;"Digital technology; digital tools; archival education; social media; students' engagement; Algeria";NA;15;0;0;0;UNIV STUDI FIRENZE, DIPT STUDI MEDIOEVO & RINASCIMENTO;FLORENCE;2038-5366;2038-1026;JLIS.IT;JLIS.it;Information Science & Library Science;DOAJ Gold;Potions
WOS:000432862200003;JLIS.IT;10.4403/jlis.it-12427;"Digital technology; digital tools; archival education; social media; students' engagement; Algeria";NA;15;0;0;0;UNIV STUDI FIRENZE, DIPT STUDI MEDIOEVO & RINASCIMENTO;FLORENCE;2038-5366;2038-1026;JLIS.IT;JLIS.it;Information Science & Library Science;DOAJ Gold;Herbology
WOS:000432862200003;JLIS.IT;10.4403/jlis.it-12427;"Digital technology; digital tools; archival education; social media; students' engagement; Algeria";NA;15;0;0;0;UNIV STUDI FIRENZE, DIPT STUDI MEDIOEVO & RINASCIMENTO;FLORENCE;2038-5366;2038-1026;JLIS.IT;JLIS.it;Information Science & Library Science;DOAJ Gold;Transfiguration
WOS:000432794200002;REVIEW OF COMMUNICATION RESEARCH;10.12840/issn.2255-4165.2018.06.01.015;"avatars; perception; digital environments; video games; computer-mediated communication; digital representations; social actors; anthropomorphism; human-computer interaction";"TRANSFORMED SOCIAL-INTERACTION; VIDEO GAME CHARACTERS; VIRTUAL ENVIRONMENTS; SELF-OBJECTIFICATION; UNCANNY VALLEY; ONLINE; GENDER; ANTHROPOMORPHISM; IDENTITY; APPEARANCE";152;12;12;4;REVIEW COMMUNICATION RESEARCH;MADRID;2255-4165;NA;REV COMMUN RES;Rev. Commun. Res.;Communication;DOAJ Gold;Divination
WOS:000432794200002;REVIEW OF COMMUNICATION RESEARCH;10.12840/issn.2255-4165.2018.06.01.015;"avatars; perception; digital environments; video games; computer-mediated communication; digital representations; social actors; anthropomorphism; human-computer interaction";"TRANSFORMED SOCIAL-INTERACTION; VIDEO GAME CHARACTERS; VIRTUAL ENVIRONMENTS; SELF-OBJECTIFICATION; UNCANNY VALLEY; ONLINE; GENDER; ANTHROPOMORPHISM; IDENTITY; APPEARANCE";152;12;12;4;REVIEW COMMUNICATION RESEARCH;MADRID;2255-4165;NA;REV COMMUN RES;Rev. Commun. Res.;Communication;DOAJ Gold;Defence against the dark arts
WOS:000432272600006;INTERDISCIPLINARY SCIENCE REVIEWS;10.1080/03080188.2017.1296265;"Patterns; digital humanities; culturomics; distant reading; intentional stance; big data";AUTONOMY;33;1;1;2;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;ABINGDON;0308-0188;1743-2790;INTERDISCIPL SCI REV;Interdiscip. Sci. Rev.;"Science & Technology - Other Topics; Social Sciences - Other Topics";Bronze;Transfiguration
WOS:000431407700010;JOURNAL OF DOCUMENTATION;10.1108/JD-07-2017-0111;"Neoliberalism; Higher education; Information behaviour; Social sciences; Transition; Humanities; Early career academics";"SEEKING BEHAVIOR; HIGHER-EDUCATION; DIGITAL-AGE; NEOLIBERALISM; SCHOLARS; ELLISS; MODEL; EXPERIENCES; CULTURE; JEWISH";53;1;1;1;EMERALD GROUP PUBLISHING LTD;BINGLEY;0022-0418;1758-7379;J DOC;J. Doc.;"Computer Science; Information Science & Library Science";Green Accepted;Herbology
WOS:000431407700010;JOURNAL OF DOCUMENTATION;10.1108/JD-07-2017-0111;"Neoliberalism; Higher education; Information behaviour; Social sciences; Transition; Humanities; Early career academics";"SEEKING BEHAVIOR; HIGHER-EDUCATION; DIGITAL-AGE; NEOLIBERALISM; SCHOLARS; ELLISS; MODEL; EXPERIENCES; CULTURE; JEWISH";53;1;1;1;EMERALD GROUP PUBLISHING LTD;BINGLEY;0022-0418;1758-7379;J DOC;J. Doc.;"Computer Science; Information Science & Library Science";Green Accepted;Divination
WOS:000431049600007;JOURNAL FOR INTERNATIONAL BUSINESS AND ENTREPRENEURSHIP DEVELOPMENT;NA;"sustainable development; green tourism; information and communication technology; ICT; green marketing; digital practices";"GO GREEN; HOTEL; BUSINESS";30;2;2;5;INDERSCIENCE ENTERPRISES LTD;GENEVA;1549-9324;1747-6763;J INT BUS ENTREP DEV;J. Int. Bus. Entrep. Dev.;Business & Economics;NA;Transfiguration
WOS:000431049600007;JOURNAL FOR INTERNATIONAL BUSINESS AND ENTREPRENEURSHIP DEVELOPMENT;NA;"sustainable development; green tourism; information and communication technology; ICT; green marketing; digital practices";"GO GREEN; HOTEL; BUSINESS";30;2;2;5;INDERSCIENCE ENTERPRISES LTD;GENEVA;1549-9324;1747-6763;J INT BUS ENTREP DEV;J. Int. Bus. Entrep. Dev.;Business & Economics;NA;Defence against the dark arts
WOS:000430602700007;THEORETICAL AND PRACTICAL ISSUES OF JOURNALISM;10.17150/2308-6203.2018.7(2).279-288;"Communication; PR-texts; postmodernism; storytelling; training of students";NA;20;0;0;0;BAIKAL STATE UNIV;IRKUTSK;2308-6203;2308-6211;THEOR PRACT ISSUES J;Theor. Pract. Issues Journal.;Communication;Bronze;Defence against the dark arts
WOS:000430539200003;FRONTIERS-A JOURNAL OF WOMEN STUDIES;NA;NA;NA;36;0;0;0;UNIV NEBRASKA PRESS;LINCOLN;0160-9009;1536-0334;FRONTIERS;Frontiers-J. Women Stud.;Women's Studies;NA;Astronomy
WOS:000430363700010;CONFIGURATIONS;NA;NA;NA;1;0;0;0;JOHNS HOPKINS UNIV PRESS;BALTIMORE;1063-1801;1080-6520;CONFIGURATIONS;Configurations;History & Philosophy of Science;NA;Arithmancy
WOS:000430363700010;CONFIGURATIONS;NA;NA;NA;1;0;0;0;JOHNS HOPKINS UNIV PRESS;BALTIMORE;1063-1801;1080-6520;CONFIGURATIONS;Configurations;History & Philosophy of Science;NA;Divination
WOS:000429191800006;ANNUAL REVIEW OF STATISTICS AND ITS APPLICATION, VOL 5;10.1146/annurev-statistics-031017-100547;"text; interdisciplinary; history; statistics; society; culture";"HISTORY; GUIDELINES; KNOWLEDGE; CULTURE; CENSUS; INDEX";90;0;0;3;ANNUAL REVIEWS;PALO ALTO;2326-8298;NA;ANNU REV STAT APPL;NA;Mathematics;NA;Charms
WOS:000429495800013;HISTORICAL SOCIAL RESEARCH-HISTORISCHE SOZIALFORSCHUNG;10.12759/hsr.43.2018.1.308-336;"Adam Smith; agent-based simulation; agent-based computational economics; social norms; digital humanities; intellectual history; Theory of Moral Sentiments; Wealth of Nations";NA;28;1;1;0;GESIS LEIBNIZ INST SOCIAL SCIENCES;COLOGNE;0172-6404;NA;HIST SOC RES;Hist. Soc. Res.;"History; Social Sciences - Other Topics";NA;Herbology
WOS:000429326200002;JOURNAL OF INFORMATION TECHNOLOGY RESEARCH;10.4018/JITR.2018010101;"Error Analysis; Humanities; Information Sources; Methodology; SLR; Standardization; Systematic Literature Review; Techniques";TOOLS;22;3;3;2;IGI GLOBAL;HERSHEY;1938-7857;1938-7865;J INF TECHNOL RES;J. Inf. Technol. Res.;Computer Science;NA;Arithmancy
WOS:000429326200002;JOURNAL OF INFORMATION TECHNOLOGY RESEARCH;10.4018/JITR.2018010101;"Error Analysis; Humanities; Information Sources; Methodology; SLR; Standardization; Systematic Literature Review; Techniques";TOOLS;22;3;3;2;IGI GLOBAL;HERSHEY;1938-7857;1938-7865;J INF TECHNOL RES;J. Inf. Technol. Res.;Computer Science;NA;Astronomy
WOS:000429037500006;RELIGION;10.1080/0048721X.2018.1445601;"Collaboration; engaged pedagogy; digital humanities; critical study of religion; religious sounds; teaching religious studies";NA;1;2;2;1;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;ABINGDON;0048-721X;1096-1151;RELIGION;Religion;Religion;NA;Transfiguration
WOS:000429037500006;RELIGION;10.1080/0048721X.2018.1445601;"Collaboration; engaged pedagogy; digital humanities; critical study of religion; religious sounds; teaching religious studies";NA;1;2;2;1;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;ABINGDON;0048-721X;1096-1151;RELIGION;Religion;Religion;NA;Divination
WOS:000429037500007;RELIGION;10.1080/0048721X.2018.1445603;"Collaborative; digital humanities; peer review; born digital; material religion";NA;1;1;1;1;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;ABINGDON;0048-721X;1096-1151;RELIGION;Religion;Religion;NA;Herbology
WOS:000429037500007;RELIGION;10.1080/0048721X.2018.1445603;"Collaborative; digital humanities; peer review; born digital; material religion";NA;1;1;1;1;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;ABINGDON;0048-721X;1096-1151;RELIGION;Religion;Religion;NA;Charms
WOS:000429037500007;RELIGION;10.1080/0048721X.2018.1445603;"Collaborative; digital humanities; peer review; born digital; material religion";NA;1;1;1;1;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;ABINGDON;0048-721X;1096-1151;RELIGION;Religion;Religion;NA;Potions
WOS:000429037500007;RELIGION;10.1080/0048721X.2018.1445603;"Collaborative; digital humanities; peer review; born digital; material religion";NA;1;1;1;1;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;ABINGDON;0048-721X;1096-1151;RELIGION;Religion;Religion;NA;Defence against the dark arts
WOS:000429037500008;RELIGION;10.1080/0048721X.2018.1445073;"Digital humanities; social media; Twitter; evangelicalism";NA;38;2;2;0;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;ABINGDON;0048-721X;1096-1151;RELIGION;Religion;Religion;NA;Defence against the dark arts
WOS:000428963500010;PLANNING PERSPECTIVES;10.1080/02665433.2017.1359104;"Grand Paris; metropolitan planning; conference report; digital humanities";NA;8;1;1;0;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;ABINGDON;0266-5433;1466-4518;PLAN PERSPECT;Plan. Perspect.;"Architecture; History; Social Sciences - Other Topics";NA;Transfiguration
WOS:000428676400001;GESCHICHTE UND GESELLSCHAFT;NA;NA;"EMOTIONS; IDEOLOGY; SOUND";100;0;0;0;VANDENHOECK & RUPRECHT GMBH & CO KG;GOTTINGEN;0340-613X;2196-9000;GESCH GES;Gesch. Ges.;History;NA;Charms
