UT;SO;DI;DE;ID;NR;TC;Z9;U1;PU;PI;SN;EI;J9;JI;SC;OA;subject
WOS:000454299600003;JOURNAL OF THE AMERICAN PHILOSOPHICAL ASSOCIATION;10.1017/apa.2018.27;"technological seduction; virtue epistemology; digital humanities; dynamical systems theory; philosophy of technology; nudge";"TRANSACTIVE MEMORY; INTERNET; VALUES";80;1;1;5;CAMBRIDGE UNIV PRESS;NEW YORK;2053-4477;2053-4485;J AM PHILOS ASSOC;J. Am. Philos. Assoc.;Philosophy;Green Accepted;Potions
WOS:000454299600003;JOURNAL OF THE AMERICAN PHILOSOPHICAL ASSOCIATION;10.1017/apa.2018.27;"technological seduction; virtue epistemology; digital humanities; dynamical systems theory; philosophy of technology; nudge";"TRANSACTIVE MEMORY; INTERNET; VALUES";80;1;1;5;CAMBRIDGE UNIV PRESS;NEW YORK;2053-4477;2053-4485;J AM PHILOS ASSOC;J. Am. Philos. Assoc.;Philosophy;Green Accepted;Defence against the dark arts
WOS:000439826900007;FUDAN JOURNAL OF THE HUMANITIES AND SOCIAL SCIENCES;10.1007/s40647-018-0216-0;"Digital humanities; Cultural diversity; Multi-lingualism; Community; Globalism";NA;19;0;0;2;SPRINGER HEIDELBERG;HEIDELBERG;1674-0750;2198-2600;FUDAN J HUM SOC SCI;Fudan J. Hum. Soc. Sci.;Social Sciences - Other Topics;Green Published, Other Gold;Transfiguration
WOS:000449444900019;GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS;10.1016/j.gloenvcha.2018.07.011;"Eco-informatics; Environmental governance; Smart earth; Ecology; ICT; IoT; Information and communications technology; Internet of things; Sensors; Digital";"BIG DATA; ARTIFICIAL-INTELLIGENCE; GEOGRAPHIC INFORMATION; POLITICAL-ECONOMY; AIR-POLLUTION; FUTURE; SCIENCE; OPPORTUNITIES; CHALLENGES; SYSTEMS";177;6;6;6;ELSEVIER SCI LTD;OXFORD;0959-3780;1872-9495;GLOBAL ENVIRON CHANG;Glob. Environ. Change-Human Policy Dimens.;"Environmental Sciences & Ecology; Geography";Other Gold;Arithmancy
WOS:000442754700002;HISTORY & MEMORY;10.2979/histmemo.30.2.02;"digital humanities; Greek-Turkish relationships; Imbros; Istanbul; memory studies; nationalism; transcultural memory; YouTube";"CULTURAL MEMORY; ISTANBUL";76;0;0;1;INDIANA UNIV PRESS;BLOOMINGTON;0935-560X;1527-1994;HIST MEM;Hist. Mem.;History;NA;Potions
WOS:000442754700002;HISTORY & MEMORY;10.2979/histmemo.30.2.02;"digital humanities; Greek-Turkish relationships; Imbros; Istanbul; memory studies; nationalism; transcultural memory; YouTube";"CULTURAL MEMORY; ISTANBUL";76;0;0;1;INDIANA UNIV PRESS;BLOOMINGTON;0935-560X;1527-1994;HIST MEM;Hist. Mem.;History;NA;Herbology
WOS:000442754700002;HISTORY & MEMORY;10.2979/histmemo.30.2.02;"digital humanities; Greek-Turkish relationships; Imbros; Istanbul; memory studies; nationalism; transcultural memory; YouTube";"CULTURAL MEMORY; ISTANBUL";76;0;0;1;INDIANA UNIV PRESS;BLOOMINGTON;0935-560X;1527-1994;HIST MEM;Hist. Mem.;History;NA;Transfiguration
WOS:000442754700002;HISTORY & MEMORY;10.2979/histmemo.30.2.02;"digital humanities; Greek-Turkish relationships; Imbros; Istanbul; memory studies; nationalism; transcultural memory; YouTube";"CULTURAL MEMORY; ISTANBUL";76;0;0;1;INDIANA UNIV PRESS;BLOOMINGTON;0935-560X;1527-1994;HIST MEM;Hist. Mem.;History;NA;Divination
WOS:000444543300001;LITERATURE COMPASS;10.1111/lic3.12487;NA;"FRANCO MORETTI; CULTURE; GENRE; PERIODICALS; DISCOURSE; HISTORY; CHANCE; WAGER";68;0;0;0;WILEY;HOBOKEN;1741-4113;NA;LIT COMPASS;Lit. Compass;Literature;NA;Arithmancy
WOS:000444543300001;LITERATURE COMPASS;10.1111/lic3.12487;NA;"FRANCO MORETTI; CULTURE; GENRE; PERIODICALS; DISCOURSE; HISTORY; CHANCE; WAGER";68;0;0;0;WILEY;HOBOKEN;1741-4113;NA;LIT COMPASS;Lit. Compass;Literature;NA;Divination
WOS:000444543300001;LITERATURE COMPASS;10.1111/lic3.12487;NA;"FRANCO MORETTI; CULTURE; GENRE; PERIODICALS; DISCOURSE; HISTORY; CHANCE; WAGER";68;0;0;0;WILEY;HOBOKEN;1741-4113;NA;LIT COMPASS;Lit. Compass;Literature;NA;Charms
WOS:000443255800005;SEMIOTICA;10.1515/sem-2016-0223;"digital humanities; literary history; literary semantics; modal logic";NA;54;0;0;4;WALTER DE GRUYTER GMBH;BERLIN;0037-1998;1613-3692;SEMIOTICA;Semiotica;"Arts & Humanities - Other Topics; Social Sciences - Other Topics";NA;Charms
WOS:000443255800005;SEMIOTICA;10.1515/sem-2016-0223;"digital humanities; literary history; literary semantics; modal logic";NA;54;0;0;4;WALTER DE GRUYTER GMBH;BERLIN;0037-1998;1613-3692;SEMIOTICA;Semiotica;"Arts & Humanities - Other Topics; Social Sciences - Other Topics";NA;Arithmancy
WOS:000443255800005;SEMIOTICA;10.1515/sem-2016-0223;"digital humanities; literary history; literary semantics; modal logic";NA;54;0;0;4;WALTER DE GRUYTER GMBH;BERLIN;0037-1998;1613-3692;SEMIOTICA;Semiotica;"Arts & Humanities - Other Topics; Social Sciences - Other Topics";NA;Defence against the dark arts
WOS:000443255800005;SEMIOTICA;10.1515/sem-2016-0223;"digital humanities; literary history; literary semantics; modal logic";NA;54;0;0;4;WALTER DE GRUYTER GMBH;BERLIN;0037-1998;1613-3692;SEMIOTICA;Semiotica;"Arts & Humanities - Other Topics; Social Sciences - Other Topics";NA;Astronomy
WOS:000450787900013;EARLY MODERN WOMEN-AN INTERDISCIPLINARY JOURNAL;10.1353/emw.2018.0059;NA;NA;13;2;2;0;UNIV MARYLAND-CTR RENAISSANCE & BAROQUE STUD;COLLEGE PARK;1933-0065;NA;EARLY MOD WOMEN;Early Mod. Women;Arts & Humanities - Other Topics;NA;Transfiguration
WOS:000450787900013;EARLY MODERN WOMEN-AN INTERDISCIPLINARY JOURNAL;10.1353/emw.2018.0059;NA;NA;13;2;2;0;UNIV MARYLAND-CTR RENAISSANCE & BAROQUE STUD;COLLEGE PARK;1933-0065;NA;EARLY MOD WOMEN;Early Mod. Women;Arts & Humanities - Other Topics;NA;Transfiguration
WOS:000450125400004;TRANSINFORMACAO;10.1590/2318-08892018000300004;"lguazu Falls (Argentina); lguazu Falls (Brazil); Digitalization; Historical documents; Natural Heritage";NA;18;0;0;0;PONTIFICIA UNIVERSIDADE CATOLICA CAMPINAS;CAMPINAS;0103-3786;NA;TRANSINFORMACAO;Transinformacao;Information Science & Library Science;DOAJ Gold;Herbology
WOS:000450125400004;TRANSINFORMACAO;10.1590/2318-08892018000300004;"lguazu Falls (Argentina); lguazu Falls (Brazil); Digitalization; Historical documents; Natural Heritage";NA;18;0;0;0;PONTIFICIA UNIVERSIDADE CATOLICA CAMPINAS;CAMPINAS;0103-3786;NA;TRANSINFORMACAO;Transinformacao;Information Science & Library Science;DOAJ Gold;Charms
WOS:000450125400004;TRANSINFORMACAO;10.1590/2318-08892018000300004;"lguazu Falls (Argentina); lguazu Falls (Brazil); Digitalization; Historical documents; Natural Heritage";NA;18;0;0;0;PONTIFICIA UNIVERSIDADE CATOLICA CAMPINAS;CAMPINAS;0103-3786;NA;TRANSINFORMACAO;Transinformacao;Information Science & Library Science;DOAJ Gold;Defence against the dark arts
WOS:000450125400004;TRANSINFORMACAO;10.1590/2318-08892018000300004;"lguazu Falls (Argentina); lguazu Falls (Brazil); Digitalization; Historical documents; Natural Heritage";NA;18;0;0;0;PONTIFICIA UNIVERSIDADE CATOLICA CAMPINAS;CAMPINAS;0103-3786;NA;TRANSINFORMACAO;Transinformacao;Information Science & Library Science;DOAJ Gold;Arithmancy
WOS:000445871400001;AMERICAN QUARTERLY;NA;NA;NA;0;0;0;0;JOHNS HOPKINS UNIV PRESS;BALTIMORE;0003-0678;1080-6490;AM QUART;Am. Q.;Arts & Humanities - Other Topics;NA;Astronomy
WOS:000445871400001;AMERICAN QUARTERLY;NA;NA;NA;0;0;0;0;JOHNS HOPKINS UNIV PRESS;BALTIMORE;0003-0678;1080-6490;AM QUART;Am. Q.;Arts & Humanities - Other Topics;NA;Herbology
WOS:000445871400001;AMERICAN QUARTERLY;NA;NA;NA;0;0;0;0;JOHNS HOPKINS UNIV PRESS;BALTIMORE;0003-0678;1080-6490;AM QUART;Am. Q.;Arts & Humanities - Other Topics;NA;Divination
WOS:000445871400001;AMERICAN QUARTERLY;NA;NA;NA;0;0;0;0;JOHNS HOPKINS UNIV PRESS;BALTIMORE;0003-0678;1080-6490;AM QUART;Am. Q.;Arts & Humanities - Other Topics;NA;Transfiguration
WOS:000445871400003;AMERICAN QUARTERLY;10.1353/aq.2018.0027;NA;NA;66;0;0;2;JOHNS HOPKINS UNIV PRESS;BALTIMORE;0003-0678;1080-6490;AM QUART;Am. Q.;Arts & Humanities - Other Topics;NA;Charms
WOS:000445871400005;AMERICAN QUARTERLY;10.1353/aq.2018.0029;NA;NA;23;0;0;0;JOHNS HOPKINS UNIV PRESS;BALTIMORE;0003-0678;1080-6490;AM QUART;Am. Q.;Arts & Humanities - Other Topics;NA;Potions
WOS:000445871400005;AMERICAN QUARTERLY;10.1353/aq.2018.0029;NA;NA;23;0;0;0;JOHNS HOPKINS UNIV PRESS;BALTIMORE;0003-0678;1080-6490;AM QUART;Am. Q.;Arts & Humanities - Other Topics;NA;Herbology
WOS:000445871400005;AMERICAN QUARTERLY;10.1353/aq.2018.0029;NA;NA;23;0;0;0;JOHNS HOPKINS UNIV PRESS;BALTIMORE;0003-0678;1080-6490;AM QUART;Am. Q.;Arts & Humanities - Other Topics;NA;Defence against the dark arts
WOS:000445871400005;AMERICAN QUARTERLY;10.1353/aq.2018.0029;NA;NA;23;0;0;0;JOHNS HOPKINS UNIV PRESS;BALTIMORE;0003-0678;1080-6490;AM QUART;Am. Q.;Arts & Humanities - Other Topics;NA;Divination
WOS:000445871400007;AMERICAN QUARTERLY;10.1353/aq.2018.0031;NA;NA;42;0;0;0;JOHNS HOPKINS UNIV PRESS;BALTIMORE;0003-0678;1080-6490;AM QUART;Am. Q.;Arts & Humanities - Other Topics;NA;Divination
WOS:000445871400007;AMERICAN QUARTERLY;10.1353/aq.2018.0031;NA;NA;42;0;0;0;JOHNS HOPKINS UNIV PRESS;BALTIMORE;0003-0678;1080-6490;AM QUART;Am. Q.;Arts & Humanities - Other Topics;NA;Herbology
WOS:000445871400020;AMERICAN QUARTERLY;10.1353/aq.2018.0045;NA;NA;0;0;0;0;JOHNS HOPKINS UNIV PRESS;BALTIMORE;0003-0678;1080-6490;AM QUART;Am. Q.;Arts & Humanities - Other Topics;NA;Defence against the dark arts
WOS:000445871400020;AMERICAN QUARTERLY;10.1353/aq.2018.0045;NA;NA;0;0;0;0;JOHNS HOPKINS UNIV PRESS;BALTIMORE;0003-0678;1080-6490;AM QUART;Am. Q.;Arts & Humanities - Other Topics;NA;Potions
WOS:000445871400022;AMERICAN QUARTERLY;NA;NA;"BIG DATA; TECHNOLOGY; SPACES; MAPS";46;0;0;1;JOHNS HOPKINS UNIV PRESS;BALTIMORE;0003-0678;1080-6490;AM QUART;Am. Q.;Arts & Humanities - Other Topics;NA;Potions
WOS:000445871400022;AMERICAN QUARTERLY;NA;NA;"BIG DATA; TECHNOLOGY; SPACES; MAPS";46;0;0;1;JOHNS HOPKINS UNIV PRESS;BALTIMORE;0003-0678;1080-6490;AM QUART;Am. Q.;Arts & Humanities - Other Topics;NA;Herbology
WOS:000445871400022;AMERICAN QUARTERLY;NA;NA;"BIG DATA; TECHNOLOGY; SPACES; MAPS";46;0;0;1;JOHNS HOPKINS UNIV PRESS;BALTIMORE;0003-0678;1080-6490;AM QUART;Am. Q.;Arts & Humanities - Other Topics;NA;Charms
WOS:000445871400022;AMERICAN QUARTERLY;NA;NA;"BIG DATA; TECHNOLOGY; SPACES; MAPS";46;0;0;1;JOHNS HOPKINS UNIV PRESS;BALTIMORE;0003-0678;1080-6490;AM QUART;Am. Q.;Arts & Humanities - Other Topics;NA;Arithmancy
WOS:000445871400023;AMERICAN QUARTERLY;10.1353/aq.2018.0048;NA;NA;16;0;0;0;JOHNS HOPKINS UNIV PRESS;BALTIMORE;0003-0678;1080-6490;AM QUART;Am. Q.;Arts & Humanities - Other Topics;NA;Charms
WOS:000445871400023;AMERICAN QUARTERLY;10.1353/aq.2018.0048;NA;NA;16;0;0;0;JOHNS HOPKINS UNIV PRESS;BALTIMORE;0003-0678;1080-6490;AM QUART;Am. Q.;Arts & Humanities - Other Topics;NA;Potions
WOS:000445871400023;AMERICAN QUARTERLY;10.1353/aq.2018.0048;NA;NA;16;0;0;0;JOHNS HOPKINS UNIV PRESS;BALTIMORE;0003-0678;1080-6490;AM QUART;Am. Q.;Arts & Humanities - Other Topics;NA;Herbology
WOS:000445871400023;AMERICAN QUARTERLY;10.1353/aq.2018.0048;NA;NA;16;0;0;0;JOHNS HOPKINS UNIV PRESS;BALTIMORE;0003-0678;1080-6490;AM QUART;Am. Q.;Arts & Humanities - Other Topics;NA;Defence against the dark arts
WOS:000445871400026;AMERICAN QUARTERLY;10.1353/aq.2018.0051;NA;NA;10;0;0;1;JOHNS HOPKINS UNIV PRESS;BALTIMORE;0003-0678;1080-6490;AM QUART;Am. Q.;Arts & Humanities - Other Topics;NA;Defence against the dark arts
WOS:000445871400029;AMERICAN QUARTERLY;10.1353/aq.2018.0054;NA;NA;7;2;2;0;JOHNS HOPKINS UNIV PRESS;BALTIMORE;0003-0678;1080-6490;AM QUART;Am. Q.;Arts & Humanities - Other Topics;NA;Transfiguration
WOS:000445871400029;AMERICAN QUARTERLY;10.1353/aq.2018.0054;NA;NA;7;2;2;0;JOHNS HOPKINS UNIV PRESS;BALTIMORE;0003-0678;1080-6490;AM QUART;Am. Q.;Arts & Humanities - Other Topics;NA;Herbology
WOS:000445871400030;AMERICAN QUARTERLY;10.1353/aq.2018.0055;NA;NA;23;1;1;0;JOHNS HOPKINS UNIV PRESS;BALTIMORE;0003-0678;1080-6490;AM QUART;Am. Q.;Arts & Humanities - Other Topics;NA;Charms
WOS:000445871400030;AMERICAN QUARTERLY;10.1353/aq.2018.0055;NA;NA;23;1;1;0;JOHNS HOPKINS UNIV PRESS;BALTIMORE;0003-0678;1080-6490;AM QUART;Am. Q.;Arts & Humanities - Other Topics;NA;Potions
WOS:000445871400030;AMERICAN QUARTERLY;10.1353/aq.2018.0055;NA;NA;23;1;1;0;JOHNS HOPKINS UNIV PRESS;BALTIMORE;0003-0678;1080-6490;AM QUART;Am. Q.;Arts & Humanities - Other Topics;NA;Arithmancy
WOS:000445871400030;AMERICAN QUARTERLY;10.1353/aq.2018.0055;NA;NA;23;1;1;0;JOHNS HOPKINS UNIV PRESS;BALTIMORE;0003-0678;1080-6490;AM QUART;Am. Q.;Arts & Humanities - Other Topics;NA;Transfiguration
WOS:000445767900028;ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION;10.3390/ijgi7090360;"crowdsourcing; web-mapping; 3D modelling; heritage documentation; volunteered geographic information; online community";"GEOGRAPHIC INFORMATION; PHOTOGRAMMETRY; OPENSTREETMAP; DOCUMENTATION";45;0;0;5;MDPI;BASEL;2220-9964;NA;ISPRS INT J GEO-INF;ISPRS Int. Geo-Inf.;"Physical Geography; Remote Sensing";DOAJ Gold, Green Published;Herbology
WOS:000445767900028;ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION;10.3390/ijgi7090360;"crowdsourcing; web-mapping; 3D modelling; heritage documentation; volunteered geographic information; online community";"GEOGRAPHIC INFORMATION; PHOTOGRAMMETRY; OPENSTREETMAP; DOCUMENTATION";45;0;0;5;MDPI;BASEL;2220-9964;NA;ISPRS INT J GEO-INF;ISPRS Int. Geo-Inf.;"Physical Geography; Remote Sensing";DOAJ Gold, Green Published;Astronomy
WOS:000445767900028;ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION;10.3390/ijgi7090360;"crowdsourcing; web-mapping; 3D modelling; heritage documentation; volunteered geographic information; online community";"GEOGRAPHIC INFORMATION; PHOTOGRAMMETRY; OPENSTREETMAP; DOCUMENTATION";45;0;0;5;MDPI;BASEL;2220-9964;NA;ISPRS INT J GEO-INF;ISPRS Int. Geo-Inf.;"Physical Geography; Remote Sensing";DOAJ Gold, Green Published;Defence against the dark arts
WOS:000445767900028;ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION;10.3390/ijgi7090360;"crowdsourcing; web-mapping; 3D modelling; heritage documentation; volunteered geographic information; online community";"GEOGRAPHIC INFORMATION; PHOTOGRAMMETRY; OPENSTREETMAP; DOCUMENTATION";45;0;0;5;MDPI;BASEL;2220-9964;NA;ISPRS INT J GEO-INF;ISPRS Int. Geo-Inf.;"Physical Geography; Remote Sensing";DOAJ Gold, Green Published;Divination
WOS:000444750900007;PADIATRIE UND PADOLOGIE;10.1007/s00608-018-0600-7;"Parkland; School Shooting; Digitalization; Communal Intelligence; Future of Education";NA;0;0;0;2;SPRINGER WIEN;WIEN;0030-9338;1613-7558;PADIATR PADOL;Padiatr. Padol.;Pediatrics;NA;Herbology
WOS:000444750900007;PADIATRIE UND PADOLOGIE;10.1007/s00608-018-0600-7;"Parkland; School Shooting; Digitalization; Communal Intelligence; Future of Education";NA;0;0;0;2;SPRINGER WIEN;WIEN;0030-9338;1613-7558;PADIATR PADOL;Padiatr. Padol.;Pediatrics;NA;Divination
WOS:000444750900007;PADIATRIE UND PADOLOGIE;10.1007/s00608-018-0600-7;"Parkland; School Shooting; Digitalization; Communal Intelligence; Future of Education";NA;0;0;0;2;SPRINGER WIEN;WIEN;0030-9338;1613-7558;PADIATR PADOL;Padiatr. Padol.;Pediatrics;NA;Arithmancy
WOS:000443945900002;LEARNED PUBLISHING;10.1002/leap.1185;NA;NA;34;0;0;4;WILEY;HOBOKEN;0953-1513;1741-4857;LEARN PUBL;Learn. Publ.;Information Science & Library Science;NA;Transfiguration
WOS:000443560800007;DIGITAL SCHOLARSHIP IN THE HUMANITIES;10.1093/llc/fqx051;NA;NA;56;0;0;1;OXFORD UNIV PRESS;OXFORD;2055-7671;2055-768X;DIGIT SCHOLARSH HUM;Digit. Scholarsh. Humanit.;"Arts & Humanities - Other Topics; Linguistics";NA;Transfiguration
WOS:000443560800007;DIGITAL SCHOLARSHIP IN THE HUMANITIES;10.1093/llc/fqx051;NA;NA;56;0;0;1;OXFORD UNIV PRESS;OXFORD;2055-7671;2055-768X;DIGIT SCHOLARSH HUM;Digit. Scholarsh. Humanit.;"Arts & Humanities - Other Topics; Linguistics";NA;Transfiguration
WOS:000443560800017;DIGITAL SCHOLARSHIP IN THE HUMANITIES;10.1093/11c/fqx063;NA;NA;1;0;0;0;OXFORD UNIV PRESS;OXFORD;2055-7671;2055-768X;DIGIT SCHOLARSH HUM;Digit. Scholarsh. Humanit.;"Arts & Humanities - Other Topics; Linguistics";NA;Defence against the dark arts
WOS:000443560800017;DIGITAL SCHOLARSHIP IN THE HUMANITIES;10.1093/11c/fqx063;NA;NA;1;0;0;0;OXFORD UNIV PRESS;OXFORD;2055-7671;2055-768X;DIGIT SCHOLARSH HUM;Digit. Scholarsh. Humanit.;"Arts & Humanities - Other Topics; Linguistics";NA;Herbology
WOS:000443560800017;DIGITAL SCHOLARSHIP IN THE HUMANITIES;10.1093/11c/fqx063;NA;NA;1;0;0;0;OXFORD UNIV PRESS;OXFORD;2055-7671;2055-768X;DIGIT SCHOLARSH HUM;Digit. Scholarsh. Humanit.;"Arts & Humanities - Other Topics; Linguistics";NA;Transfiguration
WOS:000441741300005;INTERNATIONAL JOURNAL ON DIGITAL LIBRARIES;10.1007/s00799-017-0210-1;"Digital libraries; Bibliometrics; Citation extraction; Information retrieval; History of Venice";"SCHOLARLY ENGLISH; MONOGRAPH; EXTRACTION; PATTERNS; HISTORY; IMPACT";36;1;1;0;SPRINGER;NEW YORK;1432-5012;1432-1300;INT J DIGIT LIBRARIE;Int. J. Digit. Llibraries;Information Science & Library Science;NA;Charms
WOS:000441741300005;INTERNATIONAL JOURNAL ON DIGITAL LIBRARIES;10.1007/s00799-017-0210-1;"Digital libraries; Bibliometrics; Citation extraction; Information retrieval; History of Venice";"SCHOLARLY ENGLISH; MONOGRAPH; EXTRACTION; PATTERNS; HISTORY; IMPACT";36;1;1;0;SPRINGER;NEW YORK;1432-5012;1432-1300;INT J DIGIT LIBRARIE;Int. J. Digit. Llibraries;Information Science & Library Science;NA;Transfiguration
WOS:000442007200024;SCIENTOMETRICS;10.1007/s11192-018-2803-x;"Visual storytelling; Narrative storylines; Close-reading; Scientific paper visualization; Extractive summarization; Comparative sentence classification";NA;44;1;1;7;SPRINGER;DORDRECHT;0138-9130;1588-2861;SCIENTOMETRICS;Scientometrics;"Computer Science; Information Science & Library Science";NA;Defence against the dark arts
WOS:000442007200024;SCIENTOMETRICS;10.1007/s11192-018-2803-x;"Visual storytelling; Narrative storylines; Close-reading; Scientific paper visualization; Extractive summarization; Comparative sentence classification";NA;44;1;1;7;SPRINGER;DORDRECHT;0138-9130;1588-2861;SCIENTOMETRICS;Scientometrics;"Computer Science; Information Science & Library Science";NA;Divination
WOS:000439826900006;FUDAN JOURNAL OF THE HUMANITIES AND SOCIAL SCIENCES;10.1007/s40647-018-0224-0;"Digital humanities; Global; Borderlands; Transnational";NA;20;0;0;2;SPRINGER HEIDELBERG;HEIDELBERG;1674-0750;2198-2600;FUDAN J HUM SOC SCI;Fudan J. Hum. Soc. Sci.;Social Sciences - Other Topics;NA;Potions
WOS:000439826900006;FUDAN JOURNAL OF THE HUMANITIES AND SOCIAL SCIENCES;10.1007/s40647-018-0224-0;"Digital humanities; Global; Borderlands; Transnational";NA;20;0;0;2;SPRINGER HEIDELBERG;HEIDELBERG;1674-0750;2198-2600;FUDAN J HUM SOC SCI;Fudan J. Hum. Soc. Sci.;Social Sciences - Other Topics;NA;Charms
WOS:000444281500053;JOURNAL OF ARCHAEOLOGICAL SCIENCE-REPORTS;10.1016/j.jasrep.2018.05.025;"Geoarchaeology; Archaeological soil micromorphology; Thin section; Article enrichments; Digital humanities; Open data";"FROM-MOTION METHODS; ARCHAEOLOGICAL SITES; PHOTOGRAMMETRY; CONSTRUCTION; INFORMATION; EXCAVATION; SECTIONS; BURIAL; ISRAEL; ROC";57;1;1;1;ELSEVIER;AMSTERDAM;2352-409X;NA;J ARCHAEOL SCI-REP;J. Archaeol. Sci.-Rep.;Archaeology;NA;Transfiguration
WOS:000442786900002;QUEST-ISSUES IN CONTEMPORARY JEWISH HISTORY;NA;NA;NA;34;0;0;0;FONDAZIONE CENTRO DOCUMENTAZIONE EBRAICA CONTEMPORANEA;MILAN;2037-741X;NA;QUEST-ISS CONTEMP JE;Quest-Iss. Contemp. Jew. Hist.;History;DOAJ Gold;Divination
WOS:000442786900002;QUEST-ISSUES IN CONTEMPORARY JEWISH HISTORY;NA;NA;NA;34;0;0;0;FONDAZIONE CENTRO DOCUMENTAZIONE EBRAICA CONTEMPORANEA;MILAN;2037-741X;NA;QUEST-ISS CONTEMP JE;Quest-Iss. Contemp. Jew. Hist.;History;DOAJ Gold;Herbology
WOS:000442786900002;QUEST-ISSUES IN CONTEMPORARY JEWISH HISTORY;NA;NA;NA;34;0;0;0;FONDAZIONE CENTRO DOCUMENTAZIONE EBRAICA CONTEMPORANEA;MILAN;2037-741X;NA;QUEST-ISS CONTEMP JE;Quest-Iss. Contemp. Jew. Hist.;History;DOAJ Gold;Astronomy
WOS:000442786900002;QUEST-ISSUES IN CONTEMPORARY JEWISH HISTORY;NA;NA;NA;34;0;0;0;FONDAZIONE CENTRO DOCUMENTAZIONE EBRAICA CONTEMPORANEA;MILAN;2037-741X;NA;QUEST-ISS CONTEMP JE;Quest-Iss. Contemp. Jew. Hist.;History;DOAJ Gold;Transfiguration
WOS:000441655000008;COMPUTER LAW & SECURITY REVIEW;10.1016/j.clsr.2018.05.032;"Digital persons; Software; Computer programs; Legal personality";NA;29;0;0;0;ELSEVIER ADVANCED TECHNOLOGY;OXFORD;0267-3649;NA;COMPUT LAW SECUR REV;Comput. Law Secur. Rev.;Government & Law;NA;Herbology
WOS:000441655000008;COMPUTER LAW & SECURITY REVIEW;10.1016/j.clsr.2018.05.032;"Digital persons; Software; Computer programs; Legal personality";NA;29;0;0;0;ELSEVIER ADVANCED TECHNOLOGY;OXFORD;0267-3649;NA;COMPUT LAW SECUR REV;Comput. Law Secur. Rev.;Government & Law;NA;Arithmancy
WOS:000441655000008;COMPUTER LAW & SECURITY REVIEW;10.1016/j.clsr.2018.05.032;"Digital persons; Software; Computer programs; Legal personality";NA;29;0;0;0;ELSEVIER ADVANCED TECHNOLOGY;OXFORD;0267-3649;NA;COMPUT LAW SECUR REV;Comput. Law Secur. Rev.;Government & Law;NA;Divination
WOS:000441655000008;COMPUTER LAW & SECURITY REVIEW;10.1016/j.clsr.2018.05.032;"Digital persons; Software; Computer programs; Legal personality";NA;29;0;0;0;ELSEVIER ADVANCED TECHNOLOGY;OXFORD;0267-3649;NA;COMPUT LAW SECUR REV;Comput. Law Secur. Rev.;Government & Law;NA;Charms
WOS:000440824500002;HISTORY COMPASS;10.1111/hic3.12461;NA;"14TH-CENTURY ENGLAND; VILLAGE; GENDER; POWER; WORK";63;0;0;1;WILEY;HOBOKEN;1478-0542;NA;HISTORY COMPASS;History Compass;History;NA;Herbology
WOS:000440824500002;HISTORY COMPASS;10.1111/hic3.12461;NA;"14TH-CENTURY ENGLAND; VILLAGE; GENDER; POWER; WORK";63;0;0;1;WILEY;HOBOKEN;1478-0542;NA;HISTORY COMPASS;History Compass;History;NA;Arithmancy
WOS:000440824500002;HISTORY COMPASS;10.1111/hic3.12461;NA;"14TH-CENTURY ENGLAND; VILLAGE; GENDER; POWER; WORK";63;0;0;1;WILEY;HOBOKEN;1478-0542;NA;HISTORY COMPASS;History Compass;History;NA;Divination
WOS:000439135500002;AI & SOCIETY;10.1007/s00146-017-0741-4;"Digital modelling; Desires; Subjectivity; Big other; Artificial parent; AI; Human brain; Creativity";NA;13;1;1;1;SPRINGER;NEW YORK;0951-5666;1435-5655;AI SOC;AI Soc.;Computer Science;NA;Defence against the dark arts
WOS:000439135500002;AI & SOCIETY;10.1007/s00146-017-0741-4;"Digital modelling; Desires; Subjectivity; Big other; Artificial parent; AI; Human brain; Creativity";NA;13;1;1;1;SPRINGER;NEW YORK;0951-5666;1435-5655;AI SOC;AI Soc.;Computer Science;NA;Transfiguration
WOS:000439135500002;AI & SOCIETY;10.1007/s00146-017-0741-4;"Digital modelling; Desires; Subjectivity; Big other; Artificial parent; AI; Human brain; Creativity";NA;13;1;1;1;SPRINGER;NEW YORK;0951-5666;1435-5655;AI SOC;AI Soc.;Computer Science;NA;Herbology
WOS:000454305200005;QUIROGA-REVISTA DE PATRIMONIO IBEROAMERICANO;NA;"Andalusian artists; Co-creation; Collaborative Platform; Digital Humanities; Web-based Information System";NA;11;0;0;0;UNIV GRANADA;GRANADA;2254-7037;NA;QUIROGA;Quiroga;Arts & Humanities - Other Topics;DOAJ Gold;Divination
WOS:000454305200005;QUIROGA-REVISTA DE PATRIMONIO IBEROAMERICANO;NA;"Andalusian artists; Co-creation; Collaborative Platform; Digital Humanities; Web-based Information System";NA;11;0;0;0;UNIV GRANADA;GRANADA;2254-7037;NA;QUIROGA;Quiroga;Arts & Humanities - Other Topics;DOAJ Gold;Astronomy
